mol_id,atom_idx,P_seed42,P_seed123,P_seed7,P_seed2024,P_seed999
mobley_4043987,22,-0.188184,-0.187494,-0.188801,-0.187222,-0.186814
mobley_4059279,0,0.952272,0.943798,0.957101,0.936479,0.951021
mobley_4059279,1,-3.381475,-3.378477,-3.409300,-3.391328,-3.405969
mobley_4059279,2,-0.054013,-0.058541,-0.048262,-0.054290,-0.049168
mobley_4059279,3,-0.054016,-0.058544,-0.048265,-0.054292,-0.049171
mobley_4059279,4,-3.381476,-3.378478,-3.409302,-3.391329,-3.405970
mobley_4059279,5,-0.054006,-0.058535,-0.048254,-0.054282,-0.049160
mobley_4059279,6,-0.054004,-0.058531,-0.048251,-0.054280,-0.049157
mobley_4059279,7,0.952167,0.943689,0.956993,0.936370,0.950915
mobley_4059279,8,-0.166052,-0.164538,-0.166670,-0.164227,-0.164855
mobley_4059279,9,-0.184552,-0.183051,-0.185906,-0.182881,-0.183601
mobley_4059279,10,-0.184546,-0.183046,-0.185901,-0.182876,-0.183596
mobley_4059279,11,-0.454063,-0.449946,-0.460412,-0.452821,-0.454186
mobley_4059279,12,-0.385893,-0.382151,-0.390854,-0.384006,-0.385908
mobley_4059279,13,-0.385895,-0.382153,-0.390857,-0.384008,-0.385911
mobley_4059279,14,-0.454078,-0.449962,-0.460429,-0.452838,-0.454202
mobley_4059279,15,-0.454084,-0.449967,-0.460435,-0.452842,-0.454208
mobley_4059279,16,-0.385892,-0.382150,-0.390855,-0.384005,-0.385908
mobley_4059279,17,-0.454085,-0.449968,-0.460435,-0.452843,-0.454209
mobley_4059279,18,-0.385899,-0.382157,-0.390861,-0.384012,-0.385915
mobley_4059279,19,-0.184554,-0.183054,-0.185909,-0.182884,-0.183604
mobley_4059279,20,-0.166053,-0.164539,-0.166671,-0.164229,-0.164856
mobley_4059279,21,-0.184552,-0.183051,-0.185906,-0.182882,-0.183601
mobley_4149784,0,-0.216310,-0.219161,-0.215134,-0.220631,-0.213458
mobley_4149784,1,-0.248319,-0.239784,-0.239568,-0.243731,-0.240711
mobley_4149784,2,1.187530,1.184371,1.229276,1.189649,1.210673
mobley_4149784,3,1.031555,1.024853,1.061220,1.025115,1.043833
mobley_4149784,4,-0.217682,-0.210810,-0.212130,-0.218127,-0.213659
mobley_4149784,5,-0.425131,-0.427638,-0.423541,-0.424811,-0.422274
mobley_4149784,6,-0.054308,-0.053810,-0.053125,-0.053521,-0.053536
mobley_4149784,7,-2.151766,-2.151965,-2.163968,-2.153742,-2.161094
mobley_4149784,8,1.187500,1.184339,1.229245,1.189618,1.210645
mobley_4149784,9,-0.248316,-0.239781,-0.239564,-0.243728,-0.240708
mobley_4149784,10,-0.216308,-0.219159,-0.215132,-0.220629,-0.213456
mobley_4149784,11,-0.425136,-0.427644,-0.423546,-0.424817,-0.422279
mobley_4149784,12,-0.217682,-0.210809,-0.212131,-0.218128,-0.213659
mobley_4149784,13,1.031588,1.024894,1.061265,1.025149,1.043872
mobley_4149784,14,-2.151767,-2.151965,-2.163968,-2.153742,-2.161095
mobley_4149784,15,-0.054309,-0.053811,-0.053126,-0.053523,-0.053537
mobley_4149784,16,-0.115126,-0.115481,-0.114997,-0.114868,-0.114971
mobley_4149784,17,-0.136904,-0.137502,-0.137845,-0.136713,-0.137283
mobley_4149784,18,-0.133533,-0.133932,-0.133957,-0.133126,-0.133584
mobley_4149784,19,-0.136904,-0.137502,-0.137845,-0.136713,-0.137283
mobley_4149784,20,-0.115126,-0.115481,-0.114997,-0.114868,-0.114971
mobley_4149784,21,-0.133534,-0.133933,-0.133958,-0.133127,-0.133585
mobley_4177472,0,1.652110,1.687905,1.666651,1.657443,1.663053
mobley_4177472,1,0.549250,0.539373,0.589010,0.563104,0.596480
mobley_4177472,2,2.109722,2.143269,2.140851,2.122548,2.129356
mobley_4177472,3,-0.083745,-0.105084,-0.063807,-0.098481,-0.044802
mobley_4177472,4,1.827504,1.853467,1.806249,1.796366,1.786209
mobley_4177472,5,0.575463,0.563715,0.618271,0.590350,0.624375
mobley_4177472,6,1.918429,1.953408,1.948295,1.935034,1.940988
mobley_4177472,7,2.038994,2.077355,2.067443,2.053155,2.051013
mobley_4177472,8,-0.242312,-0.240676,-0.243107,-0.240426,-0.240168
mobley_4177472,9,-0.213501,-0.212301,-0.214556,-0.212264,-0.212174
mobley_4177472,10,-0.229487,-0.228344,-0.230837,-0.228505,-0.228156
mobley_4177472,11,-1.027942,-1.024488,-1.054656,-1.042851,-1.046898
mobley_4177472,12,-0.232479,-0.230901,-0.233506,-0.230823,-0.230768
mobley_4177472,13,-0.249953,-0.248385,-0.251264,-0.248565,-0.248168
mobley_4177472,14,-0.264124,-0.261868,-0.264821,-0.261569,-0.261367
mobley_4177472,15,-1.049767,-1.047885,-1.069717,-1.061790,-1.061656
mobley_4177472,16,-0.241868,-0.240311,-0.241361,-0.239566,-0.238283
mobley_4177472,17,-0.224052,-0.222322,-0.222541,-0.220749,-0.219683
mobley_4177472,18,-0.232948,-0.230695,-0.231390,-0.229194,-0.228243
mobley_4177472,19,-0.927685,-0.923810,-0.950667,-0.939549,-0.943815
mobley_4177472,20,-0.247587,-0.245934,-0.248783,-0.245871,-0.245716
mobley_4177472,21,-0.220952,-0.219709,-0.222202,-0.219655,-0.219639
mobley_4177472,22,-0.229080,-0.227844,-0.230153,-0.227770,-0.227429
mobley_4177472,23,-0.200037,-0.198895,-0.199311,-0.197873,-0.197001
mobley_4177472,24,-0.221171,-0.219042,-0.219665,-0.217570,-0.216608
mobley_4177472,25,-0.202862,-0.201727,-0.202157,-0.200674,-0.199725
mobley_4188615,0,0.452846,0.444907,0.453398,0.434721,0.445519
mobley_4188615,1,-2.783833,-2.785900,-2.789196,-2.786169,-2.788516
mobley_4188615,2,0.296748,0.284791,0.285916,0.269069,0.275226
mobley_4188615,3,-0.475400,-0.476106,-0.467165,-0.472107,-0.467824
mobley_4188615,4,-1.842012,-1.842478,-1.841966,-1.842069,-1.841987
mobley_4188615,5,-0.364479,-0.369923,-0.355157,-0.362653,-0.354861
mobley_4188615,6,-0.256679,-0.252732,-0.263187,-0.262812,-0.262517
mobley_4188615,7,-0.177575,-0.173810,-0.175095,-0.176239,-0.174869
mobley_4188615,8,-0.166899,-0.163438,-0.161870,-0.165517,-0.160159
mobley_4188615,9,-0.183408,-0.179978,-0.182987,-0.183017,-0.182374
mobley_4188615,10,-0.147337,-0.140357,-0.149440,-0.147947,-0.147704
mobley_4188615,11,-0.136981,-0.136399,-0.137277,-0.135838,-0.136210
mobley_4188615,12,-0.139556,-0.138989,-0.139683,-0.138291,-0.138623
mobley_4188615,13,-0.138126,-0.137568,-0.138306,-0.136867,-0.137182
mobley_4188615,14,-0.153344,-0.152860,-0.153606,-0.152236,-0.152791
mobley_4188615,15,-0.141049,-0.140547,-0.140871,-0.139589,-0.139688
mobley_4188615,16,-0.135947,-0.135302,-0.135568,-0.134250,-0.134418
mobley_4188615,17,-0.132431,-0.132824,-0.133011,-0.132037,-0.132507
mobley_4188615,18,-0.113606,-0.114103,-0.113715,-0.113385,-0.113545
mobley_4188615,19,-0.112609,-0.113052,-0.112634,-0.112381,-0.112532
mobley_4188615,20,-0.113614,-0.114095,-0.113707,-0.113397,-0.113559
mobley_4188615,21,-0.123304,-0.123827,-0.123657,-0.122962,-0.123253
mobley_4193752,0,-0.108854,-0.105432,-0.101490,-0.106758,-0.100594
mobley_4193752,1,-0.212465,-0.211165,-0.213963,-0.214066,-0.212912
mobley_4193752,2,0.095766,0.108494,0.107521,0.105575,0.104445
mobley_4193752,3,-0.154437,-0.158931,-0.142525,-0.147249,-0.140970
mobley_4193752,4,0.095763,0.108495,0.107520,0.105573,0.104444
mobley_4193752,5,-0.212465,-0.211165,-0.213963,-0.214066,-0.212913
mobley_4193752,6,-0.916688,-0.933149,-0.934932,-0.958294,-0.943353
mobley_4193752,7,-1.777191,-1.777513,-1.775728,-1.776633,-1.776283
mobley_4193752,8,-1.777191,-1.777513,-1.775728,-1.776633,-1.776283
mobley_4193752,9,-0.112045,-0.112462,-0.112007,-0.111816,-0.111945
mobley_4193752,10,-0.113054,-0.113511,-0.113101,-0.112835,-0.112986
mobley_4193752,11,-0.119053,-0.119589,-0.119385,-0.118857,-0.119077
mobley_4193752,12,-0.119053,-0.119589,-0.119385,-0.118857,-0.119077
mobley_4193752,13,-0.113054,-0.113511,-0.113101,-0.112835,-0.112987
mobley_4218209,0,0.724802,0.721729,0.718687,0.700977,0.702528
mobley_4218209,1,-1.943693,-1.941910,-1.947582,-1.942460,-1.946478
mobley_4218209,2,-0.386078,-0.388309,-0.385538,-0.388326,-0.385957
mobley_4218209,3,-0.456225,-0.457422,-0.450782,-0.454849,-0.451138
mobley_4218209,4,-0.382039,-0.381620,-0.375896,-0.379391,-0.375133
mobley_4218209,5,-0.401949,-0.403296,-0.395129,-0.399022,-0.394978
mobley_4218209,6,-0.338013,-0.335020,-0.329189,-0.332882,-0.329850
mobley_4218209,7,-0.446184,-0.448307,-0.442401,-0.446375,-0.442811
mobley_4218209,8,-2.464195,-2.467892,-2.476766,-2.473685,-2.479280
mobley_4218209,9,-0.123130,-0.122822,-0.122994,-0.122387,-0.122529
mobley_4218209,10,-0.123059,-0.122751,-0.122927,-0.122318,-0.122460
mobley_4218209,11,-0.124920,-0.124625,-0.125048,-0.124296,-0.124468
mobley_4218209,12,-0.136025,-0.136748,-0.137190,-0.135986,-0.136480
mobley_4218209,13,-0.127789,-0.128517,-0.128840,-0.127768,-0.128205
mobley_4218209,14,-0.132204,-0.133110,-0.133617,-0.132299,-0.132781
mobley_4218209,15,-0.136015,-0.136640,-0.137477,-0.135985,-0.136753
mobley_4218209,16,-0.134549,-0.134383,-0.134423,-0.134101,-0.134613
mobley_4218209,17,-0.134705,-0.134534,-0.134588,-0.134261,-0.134781
mobley_4219614,0,0.048587,0.051745,0.054775,0.047897,0.052493
mobley_4219614,1,0.048587,0.051745,0.054776,0.047897,0.052493
mobley_4219614,2,-0.316192,-0.318190,-0.314766,-0.317259,-0.315439
mobley_4219614,3,-0.379210,-0.382315,-0.379301,-0.382829,-0.380454
mobley_4219614,4,-0.379210,-0.382315,-0.379301,-0.382829,-0.380453
mobley_4219614,5,-0.316193,-0.318191,-0.314767,-0.317260,-0.315440
mobley_4219614,6,-0.061667,-0.061218,-0.060816,-0.061043,-0.061152
mobley_4219614,7,-0.072233,-0.071943,-0.071837,-0.071945,-0.072131
mobley_4219614,8,-0.072233,-0.071943,-0.071837,-0.071945,-0.072131
mobley_4219614,9,-0.061667,-0.061218,-0.060816,-0.061043,-0.061152
mobley_4219614,10,-0.112034,-0.112397,-0.111824,-0.111784,-0.111841
mobley_4219614,11,-0.112035,-0.112397,-0.111824,-0.111784,-0.111841
mobley_4252724,0,0.926074,0.954372,0.929421,0.915042,0.925419
mobley_4252724,1,0.474217,0.465599,0.515511,0.495485,0.520873
mobley_4252724,2,0.884767,0.916138,0.894754,0.884070,0.895587
mobley_4252724,3,0.134681,0.135618,0.133277,0.132177,0.135898
mobley_4252724,4,-0.354723,-0.359957,-0.346702,-0.353903,-0.343806
mobley_4252724,5,0.040995,0.054163,0.026333,0.037039,0.027598
mobley_4252724,6,-0.137424,-0.132820,-0.137501,-0.136764,-0.136933
mobley_4252724,7,-0.194119,-0.190352,-0.189013,-0.192649,-0.186998
mobley_4252724,8,-0.138767,-0.134033,-0.139076,-0.138276,-0.138526
mobley_4252724,9,0.026309,0.037016,0.016085,0.024769,0.018635
mobley_4252724,10,-0.190848,-0.189956,-0.191405,-0.189326,-0.189290
mobley_4252724,11,-0.187007,-0.186004,-0.186961,-0.184996,-0.184670
mobley_4252724,12,-0.184575,-0.183906,-0.184893,-0.183090,-0.182743
mobley_4252724,13,-0.739614,-0.736588,-0.760549,-0.749486,-0.754668
mobley_4252724,14,-0.194774,-0.193887,-0.196297,-0.194015,-0.194273
mobley_4252724,15,-0.195802,-0.195036,-0.197390,-0.195126,-0.195343
mobley_4252724,16,-0.193595,-0.192781,-0.195218,-0.192894,-0.193189
mobley_4252724,17,-0.387146,-0.386345,-0.393086,-0.387331,-0.388791
mobley_4252724,18,-0.378637,-0.377997,-0.384335,-0.378712,-0.380148
mobley_4252724,19,-0.126079,-0.126553,-0.126607,-0.125723,-0.126078
mobley_4252724,20,-0.114949,-0.115481,-0.115161,-0.114752,-0.114948
mobley_4252724,21,-0.112720,-0.113157,-0.112735,-0.112486,-0.112639
mobley_4252724,22,-0.114495,-0.115011,-0.114662,-0.114286,-0.114468
mobley_4252724,23,-0.126632,-0.127220,-0.127235,-0.126276,-0.126563
mobley_4287564,0,0.238122,0.233482,0.236744,0.224219,0.229860
mobley_4287564,1,-0.213995,-0.216586,-0.211904,-0.210631,-0.206522
mobley_4287564,2,-0.323860,-0.323467,-0.325318,-0.324622,-0.323831
mobley_4287564,3,-0.136587,-0.131901,-0.132324,-0.131912,-0.132723
mobley_4287564,4,-0.252393,-0.250739,-0.247517,-0.249429,-0.245793
mobley_4287564,5,-0.306245,-0.308047,-0.312987,-0.314164,-0.314774
mobley_4287564,6,-2.604081,-2.605364,-2.605106,-2.604022,-2.605308
mobley_4287564,7,-0.114736,-0.114783,-0.114701,-0.114020,-0.114205
mobley_4287564,8,-0.114736,-0.114783,-0.114701,-0.114020,-0.114205
mobley_4287564,9,-0.115174,-0.115266,-0.115124,-0.114521,-0.114682
mobley_4287564,10,-0.116623,-0.117260,-0.117207,-0.116524,-0.116808
mobley_4287564,11,-0.112895,-0.113401,-0.113003,-0.112722,-0.112865
mobley_4287564,12,-0.112353,-0.112809,-0.112414,-0.112153,-0.112314
mobley_4287564,13,-0.118942,-0.119220,-0.118634,-0.118708,-0.118741
mobley_4291494,0,-0.060783,-0.056066,-0.052630,-0.055632,-0.053756
mobley_4291494,1,-0.163619,-0.161404,-0.158059,-0.160466,-0.157388
mobley_4291494,2,-0.211495,-0.211883,-0.215083,-0.218643,-0.218266
mobley_4291494,3,-2.602703,-2.604067,-2.602442,-2.602112,-2.602322
mobley_4291494,4,-0.442419,-0.445930,-0.447114,-0.448304,-0.448308
mobley_4291494,5,-0.148326,-0.146931,-0.145950,-0.149104,-0.146438
mobley_4291494,6,-0.063829,-0.063656,-0.063209,-0.063514,-0.063556
mobley_4291494,7,-0.110818,-0.111253,-0.110744,-0.110607,-0.110696
mobley_4291494,8,-0.110868,-0.111300,-0.110819,-0.110662,-0.110770
mobley_4291494,9,-0.117759,-0.118031,-0.117411,-0.117536,-0.117548
mobley_4291494,10,-0.112054,-0.112411,-0.111831,-0.111811,-0.111859
mobley_430089,0,0.595037,0.600864,0.604825,0.589932,0.601062
mobley_430089,1,0.806475,0.805129,0.826610,0.819340,0.826977
mobley_430089,2,0.403069,0.409329,0.404758,0.390873,0.398983
mobley_430089,3,-0.447544,-0.439941,-0.445788,-0.447236,-0.447500
mobley_430089,4,-0.683011,-0.681740,-0.677676,-0.681760,-0.679692
mobley_430089,5,-0.139561,-0.139185,-0.140533,-0.138965,-0.139461
mobley_430089,6,-0.139561,-0.139185,-0.140533,-0.138965,-0.139461
mobley_430089,7,-0.142397,-0.141992,-0.143351,-0.141764,-0.142248
mobley_430089,8,-0.254142,-0.252784,-0.260651,-0.255558,-0.258329
mobley_430089,9,-0.254142,-0.252784,-0.260651,-0.255558,-0.258329
mobley_430089,10,-0.127597,-0.127674,-0.128496,-0.127092,-0.127683
mobley_430089,11,-0.127597,-0.127674,-0.128496,-0.127092,-0.127683
mobley_430089,12,-0.148730,-0.148649,-0.148243,-0.148352,-0.148527
mobley_4305650,0,0.459314,0.454730,0.462623,0.449648,0.457095
mobley_4305650,1,0.426590,0.425132,0.435578,0.421490,0.431627
mobley_4305650,2,-0.600988,-0.600144,-0.597248,-0.600347,-0.599042
mobley_4305650,3,-2.482325,-2.482137,-2.481119,-2.481261,-2.481133
mobley_4305650,4,-0.116089,-0.116039,-0.116354,-0.115526,-0.115807
mobley_4305650,5,-0.116089,-0.116039,-0.116354,-0.115526,-0.115807
mobley_4305650,6,-0.117046,-0.116983,-0.117342,-0.116428,-0.116747
mobley_4305650,7,-0.112706,-0.112825,-0.113195,-0.112301,-0.112770
mobley_4305650,8,-0.112706,-0.112825,-0.113195,-0.112301,-0.112770
mobley_4338603,0,-0.484708,-0.486913,-0.480344,-0.484294,-0.480567
mobley_4338603,1,-0.472324,-0.476574,-0.472102,-0.473698,-0.471814
mobley_4338603,2,-1.868963,-1.869133,-1.869016,-1.868330,-1.869015
mobley_4338603,3,-2.690321,-2.693469,-2.691197,-2.689380,-2.690822
mobley_4338603,4,-0.486274,-0.488961,-0.480766,-0.485162,-0.481569
mobley_4338603,5,-1.872244,-1.872246,-1.870560,-1.871758,-1.871418
mobley_4338603,6,-2.681429,-2.684529,-2.682500,-2.680935,-2.681150
mobley_4338603,7,-0.519114,-0.521910,-0.516505,-0.519649,-0.517254
mobley_4338603,8,-0.039084,-0.039053,-0.038315,-0.038827,-0.038700
mobley_4338603,9,-0.118240,-0.118576,-0.118113,-0.118005,-0.118090
mobley_4338603,10,-0.198210,-0.198758,-0.199013,-0.198370,-0.198743
mobley_4338603,11,-0.195905,-0.196283,-0.196417,-0.195783,-0.196110
mobley_4364398,0,-0.593235,-0.592352,-0.589261,-0.597864,-0.595577
mobley_4364398,1,-1.386709,-1.386973,-1.386327,-1.386476,-1.386367
mobley_4364398,2,-0.123116,-0.123103,-0.122501,-0.122813,-0.122889
mobley_4364398,3,-0.123116,-0.123103,-0.122501,-0.122813,-0.122889
mobley_4364398,4,-0.123116,-0.123103,-0.122501,-0.122813,-0.122889
mobley_4371692,0,-0.168248,-0.164544,-0.166210,-0.167101,-0.165027
mobley_4371692,1,-0.165568,-0.161755,-0.163920,-0.164668,-0.162590
mobley_4371692,2,0.071991,0.077709,0.066575,0.071009,0.064891
mobley_4371692,3,-0.355753,-0.352579,-0.324061,-0.346025,-0.321663
mobley_4371692,4,-0.395441,-0.391787,-0.366839,-0.386656,-0.364752
mobley_4371692,5,0.009490,0.013836,0.000804,0.005475,-0.000635
mobley_4371692,6,0.137756,0.140359,0.109430,0.127074,0.101383
mobley_4371692,7,-1.885756,-1.886682,-1.886978,-1.886380,-1.886418
mobley_4371692,8,-0.162366,-0.139629,-0.084065,-0.125362,-0.079945
mobley_4371692,9,-0.398801,-0.397545,-0.388946,-0.398311,-0.393126
mobley_4371692,10,-0.260049,-0.252956,-0.247926,-0.253832,-0.247686
mobley_4371692,11,-0.321067,-0.320230,-0.312810,-0.317140,-0.311598
mobley_4371692,12,-0.144530,-0.137900,-0.146745,-0.140751,-0.153446
mobley_4371692,13,-0.437774,-0.428331,-0.397195,-0.422652,-0.391818
mobley_4371692,14,-0.076490,-0.078540,-0.104071,-0.093573,-0.107444
mobley_4371692,15,-1.874308,-1.874935,-1.875132,-1.874737,-1.874842
mobley_4371692,16,-1.884729,-1.885500,-1.885784,-1.885205,-1.885744
mobley_4371692,17,-2.257282,-2.265957,-2.272928,-2.277925,-2.282422
mobley_4371692,18,-0.114016,-0.114505,-0.114143,-0.113805,-0.113997
mobley_4371692,19,-0.114048,-0.114540,-0.114183,-0.113839,-0.114034
mobley_4371692,20,-0.123530,-0.124124,-0.124170,-0.123331,-0.123741
mobley_4371692,21,-0.125868,-0.126455,-0.126557,-0.125660,-0.126105
mobley_4371692,22,-0.135115,-0.136042,-0.136625,-0.135180,-0.135732
mobley_4371692,23,-0.144711,-0.145664,-0.147153,-0.145244,-0.146096
mobley_4371692,24,-0.162320,-0.162138,-0.161605,-0.161947,-0.161804
mobley_4371692,25,-0.143307,-0.143169,-0.143476,-0.143015,-0.143669
mobley_4371692,26,-0.151208,-0.151254,-0.151088,-0.150511,-0.151017
mobley_4375719,0,1.039748,1.052082,1.060253,1.045785,1.055242
mobley_4375719,1,0.830870,0.845777,0.847146,0.853132,0.855356
mobley_4375719,2,0.851510,0.867067,0.856966,0.863286,0.873858
mobley_4375719,3,1.037879,1.058293,1.053444,1.060057,1.074052
mobley_4375719,4,1.135155,1.154870,1.158006,1.162596,1.180819
mobley_4375719,5,1.219300,1.231302,1.234153,1.230881,1.252419
mobley_4375719,6,0.486464,0.496480,0.486258,0.495409,0.498775
mobley_4375719,7,0.631064,0.647087,0.640926,0.648423,0.649169
mobley_4375719,8,0.839426,0.850003,0.854177,0.838261,0.848637
mobley_4375719,9,-0.148092,-0.147579,-0.149074,-0.147343,-0.147815
mobley_4375719,10,-0.154179,-0.153679,-0.155253,-0.153466,-0.153938
mobley_4375719,11,-0.148090,-0.147577,-0.149073,-0.147341,-0.147813
mobley_4375719,12,-0.383575,-0.381301,-0.393594,-0.386627,-0.390183
mobley_4375719,13,-0.383591,-0.381317,-0.393610,-0.386643,-0.390198
mobley_4375719,14,-0.482121,-0.479529,-0.493259,-0.485436,-0.488870
mobley_4375719,15,-0.482154,-0.479562,-0.493284,-0.485463,-0.488894
mobley_4375719,16,-0.535485,-0.532557,-0.548294,-0.539163,-0.543391
mobley_4375719,17,-0.536243,-0.533319,-0.549050,-0.539920,-0.544134
mobley_4375719,18,-0.541142,-0.538144,-0.553991,-0.544750,-0.549028
mobley_4375719,19,-0.541581,-0.538569,-0.554528,-0.545260,-0.549565
mobley_4375719,20,-0.473147,-0.470179,-0.481235,-0.474057,-0.476450
mobley_4375719,21,-0.490857,-0.488068,-0.499113,-0.492192,-0.494037
mobley_4375719,22,-0.456278,-0.453970,-0.466184,-0.459195,-0.461928
mobley_4375719,23,-0.462798,-0.460258,-0.472604,-0.465525,-0.468289
mobley_4375719,24,-0.375640,-0.373574,-0.384770,-0.378504,-0.381464
mobley_4375719,25,-0.358344,-0.356355,-0.367061,-0.360893,-0.363856
mobley_4375719,26,-0.141166,-0.140738,-0.141437,-0.140216,-0.140277
mobley_4375719,27,-0.149282,-0.148446,-0.149489,-0.147895,-0.148131
mobley_4375719,28,-0.139331,-0.138867,-0.139629,-0.138396,-0.138580
mobley_4395315,0,0.278492,0.277557,0.272762,0.264180,0.265307
mobley_4395315,1,-0.251281,-0.253101,-0.239827,-0.246242,-0.236608
mobley_4395315,2,-0.271460,-0.267946,-0.274728,-0.272913,-0.274728
mobley_4395315,3,-0.336019,-0.336638,-0.323533,-0.331849,-0.327683
mobley_4395315,4,-0.474930,-0.475579,-0.473078,-0.475859,-0.472682
mobley_4395315,5,-0.236131,-0.238958,-0.242235,-0.243840,-0.241355
mobley_4395315,6,-0.503919,-0.504893,-0.508337,-0.507083,-0.506715
mobley_4395315,7,-0.057471,-0.056738,-0.056290,-0.056470,-0.056769
mobley_4395315,8,-1.864774,-1.865143,-1.864770,-1.864640,-1.864969
mobley_4395315,9,-0.115370,-0.115463,-0.115262,-0.114682,-0.114793
mobley_4395315,10,-0.115370,-0.115463,-0.115262,-0.114682,-0.114793
mobley_4395315,11,-0.112837,-0.112934,-0.112551,-0.112021,-0.112086
mobley_4395315,12,-0.149521,-0.150570,-0.152251,-0.150157,-0.150956
mobley_4395315,13,-0.120789,-0.121331,-0.121240,-0.120646,-0.120946
mobley_4395315,14,-0.116308,-0.116715,-0.116332,-0.116053,-0.116212
mobley_4395315,15,-0.162365,-0.162472,-0.162601,-0.161977,-0.162543
mobley_4434915,0,-0.277546,-0.285665,-0.278779,-0.287527,-0.282492
mobley_4434915,1,-0.035319,-0.035287,-0.034478,-0.034388,-0.034694
mobley_4434915,2,-0.113571,-0.113898,-0.113155,-0.113385,-0.113336
mobley_4434915,3,-0.113571,-0.113898,-0.113155,-0.113385,-0.113336
mobley_4434915,4,-0.113571,-0.113898,-0.113155,-0.113385,-0.113336
mobley_4463913,0,0.116366,0.126237,0.147874,0.122077,0.137831
mobley_4463913,1,-0.196247,-0.206411,-0.191098,-0.194810,-0.190817
mobley_4463913,2,-2.003064,-2.010192,-2.013578,-2.014660,-2.013346
mobley_4463913,3,1.549537,1.556429,1.572590,1.528877,1.561466
mobley_4463913,4,-1.855782,-1.856532,-1.854535,-1.855054,-1.854613
mobley_4463913,5,0.127795,0.120078,0.147794,0.125602,0.141260
mobley_4463913,6,-2.003067,-2.010196,-2.013581,-2.014662,-2.013349
mobley_4463913,7,1.549571,1.556461,1.572619,1.528908,1.561493
mobley_4463913,8,-1.855781,-1.856531,-1.854534,-1.855053,-1.854612
mobley_4463913,9,0.127801,0.120082,0.147798,0.125607,0.141267
mobley_4463913,10,-0.179829,-0.178668,-0.180871,-0.178934,-0.179424
mobley_4463913,11,-0.166050,-0.164841,-0.166749,-0.165002,-0.165456
mobley_4463913,12,-0.166051,-0.164842,-0.166750,-0.165002,-0.165457
mobley_4463913,13,-0.406972,-0.403263,-0.414076,-0.410578,-0.411193
mobley_4463913,14,-0.120274,-0.120111,-0.120335,-0.119622,-0.119898
mobley_4463913,15,-0.114068,-0.114106,-0.114034,-0.113564,-0.113692
mobley_4463913,16,-0.121185,-0.121029,-0.121280,-0.120540,-0.120821
mobley_4463913,17,-0.121184,-0.121027,-0.121279,-0.120539,-0.120820
mobley_4463913,18,-0.114068,-0.114105,-0.114034,-0.113563,-0.113692
mobley_4463913,19,-0.120275,-0.120111,-0.120335,-0.119623,-0.119899
mobley_4465023,0,-0.476861,-0.478436,-0.475070,-0.479573,-0.477322
mobley_4465023,1,-0.476861,-0.478437,-0.475070,-0.479573,-0.477322
mobley_4465023,2,-0.074905,-0.074792,-0.074587,-0.074525,-0.074776
mobley_4465023,3,-0.074905,-0.074792,-0.074587,-0.074525,-0.074776
mobley_4465023,4,-0.123690,-0.123824,-0.123202,-0.123357,-0.123495
mobley_4465023,5,-0.123690,-0.123824,-0.123202,-0.123357,-0.123495
mobley_4479135,0,-0.054467,-0.032782,-0.067567,-0.059668,-0.078173
mobley_4479135,1,-0.408250,-0.414489,-0.401223,-0.406225,-0.399945
mobley_4479135,2,-0.405086,-0.410980,-0.399769,-0.406422,-0.398923
mobley_4479135,3,0.094798,0.102040,0.090826,0.092673,0.089643
mobley_4479135,4,-0.133027,-0.128929,-0.130720,-0.131475,-0.130253
mobley_4479135,5,-0.152312,-0.148444,-0.147012,-0.150125,-0.145618
mobley_4479135,6,-0.156448,-0.152914,-0.153877,-0.154947,-0.153281
mobley_4479135,7,0.120968,0.127690,0.115068,0.113827,0.113187
mobley_4479135,8,-0.405082,-0.410976,-0.399764,-0.406418,-0.398920
mobley_4479135,9,0.094781,0.102023,0.090809,0.092657,0.089624
mobley_4479135,10,-0.133025,-0.128925,-0.130717,-0.131472,-0.130250
mobley_4479135,11,-0.152314,-0.148446,-0.147013,-0.150128,-0.145621
mobley_4479135,12,-0.156450,-0.152917,-0.153879,-0.154949,-0.153281
mobley_4479135,13,0.120970,0.127690,0.115068,0.113828,0.113188
mobley_4479135,14,-0.115292,-0.115432,-0.114881,-0.114999,-0.115050
mobley_4479135,15,-0.115292,-0.115432,-0.114881,-0.114999,-0.115050
mobley_4479135,16,-0.120557,-0.121023,-0.120824,-0.120176,-0.120484
mobley_4479135,17,-0.113319,-0.113814,-0.113424,-0.113105,-0.113272
mobley_4479135,18,-0.111741,-0.112166,-0.111694,-0.111500,-0.111626
mobley_4479135,19,-0.112694,-0.113157,-0.112724,-0.112466,-0.112613
mobley_4479135,20,-0.123985,-0.124370,-0.124291,-0.123572,-0.123963
mobley_4479135,21,-0.120557,-0.121023,-0.120824,-0.120176,-0.120484
mobley_4479135,22,-0.113319,-0.113814,-0.113424,-0.113105,-0.113272
mobley_4479135,23,-0.111741,-0.112166,-0.111694,-0.111500,-0.111627
mobley_4479135,24,-0.112694,-0.113157,-0.112724,-0.112466,-0.112613
mobley_4479135,25,-0.123985,-0.124370,-0.124290,-0.123572,-0.123963
mobley_4483973,0,-0.102102,-0.099192,-0.098450,-0.101278,-0.098546
mobley_4483973,1,-0.140850,-0.139563,-0.139002,-0.141692,-0.139214
