mol_id,dG_pred_kcal,dG_GBn2_kcal,dG_expt_kcal,in_model_vocab,dG_exp_kcal,functional_group,smiles
mobley_7203421,-2.210267102170736,-26.556276321411133,-9.31,True,-9.31,primary carboxylic acid amide,CCCCCC(=O)N
mobley_7227357,-2.189437046263367,-18.048254013061523,-4.35,True,-4.35,secondary alcohol,CCC(CC)O
mobley_7239499,-2.5697871045283973,-47.5252799987793,-3.52,True,-3.52,diaryl ether,c1ccc2c(c1)Oc3cccc(c3O2)Cl
mobley_7261305,-0.7722849408779293,-18.90046119689941,-9.3,True,-9.3,hydrazine derivative,NN
mobley_7295828,-1.9623164846003056,-27.697303771972656,-2.45,True,-2.45,alkyl aryl ether,COc1ccccc1
mobley_7298388,-2.345527935117483,-24.154949188232425,-3.45,True,-3.45,nitro,Cc1cccc(c1)[N+](=O)[O-]
mobley_7326706,-2.200851516917348,-52.77243423461914,-5.04,True,-5.04,aryl chloride,CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl
mobley_7326982,-1.4483775165304542,-17.265342712402344,-4.74,True,-4.74,secondary alcohol,CC(C)O
mobley_7360181,-2.940992700211704,-63.53438568115234,-0.8,True,-0.8,halogen derivative,COC(C(F)(F)F)(OC)OC
mobley_7364468,-4.51827272477746,-12.287257194519045,-5.18,True,-5.18,ketone,CC1=CC(=O)CC(C1)(C)C
mobley_7375018,-3.0197220507189635,-13.39728832244873,-2.15,True,-2.15,ketone,CCCCCCCCCC(=O)C
mobley_7378987,-3.315380121469498,-56.49489974975586,-12.64,True,-12.64,oxo(het)arene,Cn1cnc2c1c(=O)n(c(=O)n2C)C
mobley_7393673,-2.6223828410618006,-59.31184387207031,-5.33,True,-5.33,alkyl aryl ether,COc1ccc(cc1)C(=O)OC
mobley_7415647,-3.933270751960576,-46.21152877807617,-11.95,True,-11.95,tertiary carboxylic acid amide,CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-]
mobley_7417968,-1.0591082439869643,-46.45100784301758,-5.31,True,-5.31,dialkyl ether,CCOCCOC(=O)C
mobley_7455579,-2.135409239090979,-35.0088005065918,-2.22,True,-2.22,carboxylic acid ester,CC(C)COC=O
mobley_7463408,-2.872959980990738,-25.510433197021484,-7.78,True,-7.78,aryl chloride,CCC(=O)Nc1ccc(c(c1)Cl)Cl
mobley_7463799,-2.203519102849066,-21.947830200195312,-6.92,True,-6.92,primary alcohol,c1ccc(cc1)CCCO
mobley_7497999,-2.5265299805253747,-13.67300796508789,-4.58,True,-4.58,ketone,CC(=O)c1ccccc1
mobley_7532833,-0.8674244292136282,-5.2024126052856445,-3.88,True,-3.88,carbonitrile,CC#N
mobley_7542832,-1.4092165269088002,-16.098356246948242,-1.16,True,-1.16,dialkyl ether,CCCOCCC
mobley_755351,-2.3494263973608613,-43.29670333862305,-7.29,True,-7.29,alkyl aryl ether,COc1cccc(c1)N
mobley_7573149,-1.2982092319950462,-32.57941436767578,-2.79,True,-2.79,carboxylic acid ester,CCCOC(=O)C
mobley_7608435,-2.4021448091715576,-34.74033737182617,-2.04,True,-2.04,carboxylic acid ester,CCCCCCCC(=O)OC
mobley_7608462,-1.4977842112965882,-4.176110744476318,-1.12,True,-1.12,aryl chloride,c1ccc(cc1)Cl
mobley_7610437,-3.202328496322036,-18.479225158691406,-3.88,True,-3.88,secondary alcohol,CC[C@H](C(C)C)O
mobley_766666,-0.2408834305787459,-3.808097124099731,-0.44,True,-0.44,halogen derivative,C(=C(Cl)Cl)Cl
mobley_7676709,-4.323810418061912,-12.705533981323242,-4.51,True,-4.51,ketone,CC1=CC(=O)[C@@H](CC1)C(C)C
mobley_7688753,-2.178028932731599,-42.0836296081543,-9.52,True,-9.52,aldehyde,c1cc(cc(c1)O)C=O
mobley_7690440,-1.069605141365901,-2.3816277980804443,-1.83,True,-1.83,disulfide,CSSC
mobley_7735340,-0.6494952353853732,-21.70668601989746,-9.63,True,-9.63,aromatic,c1cnc[nH]1
mobley_7754849,-3.067464038535953,-48.60408401489258,-6.1,True,-6.1,thiophosphoric acid ester,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
mobley_7758918,-1.1691884299423547,-37.70505142211914,-6.46,True,-6.46,carboxylic acid,CCC(=O)O
mobley_7774695,-2.184332448940724,-19.186567306518555,-4.69,True,-4.69,secondary amine,CNc1ccccc1
mobley_778352,-1.4891861175969243,-3.037588596343994,1.31,True,1.31,alkene,CC=C(C)C
mobley_7794077,-1.900717344872653,-66.62417602539062,-15.46,True,-15.46,halogen derivative,c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F
mobley_7814642,-1.194935462160036,-4.281700611114502,-1.12,True,-1.12,aryl chloride,c1cc(c(cc1Cl)Cl)Cl
mobley_7829570,-5.729695898838341,-91.47130584716795,-3.51,True,-3.51,tertiary amine,CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
mobley_7859387,-1.6276033476293088,-13.088077545166016,-2.67,True,-2.67,aldehyde,CCCCCCC=O
mobley_7860938,-2.0704559442326427,-12.998282432556152,-3.24,True,-3.24,secondary amine,CCCCNCCCC
mobley_7869158,-1.8028028867840769,-18.13993263244629,-1.82,True,-1.82,nitrate,CC[C@H](C)O[N+](=O)[O-]
mobley_7893124,-4.573897887766361,-5.580711841583252,-0.44,True,-0.44,aromatic,CC(C)(C)c1ccccc1
mobley_7912193,-2.8899587539732456,-63.813514709472656,-8.72,True,-8.72,phenol or hydroxyhetarene,CCCCOC(=O)c1ccc(cc1)O
mobley_7913234,-1.7557127617150543,-32.419769287109375,-5.73,True,-5.73,secondary alcohol,CCCCOC[C@H](C)O
mobley_7943327,-1.558572044778615,-32.54922866821289,-2.68,True,-2.68,carboxylic acid ester,CCC(=O)OCC
mobley_7977115,-2.3071644207052886,-18.423412322998047,-4.06,True,-4.06,secondary alcohol,CCC[C@H](CC)O
mobley_7983227,-2.500855797491968,-18.65959930419922,-4.42,True,-4.42,primary alcohol,CC[C@@H](C)CO
mobley_7988076,-2.163139349810779,-41.98590850830078,-8.83,True,-8.83,aldehyde,c1cc(ccc1C=O)O
mobley_8006582,-0.822742193043232,-1.951399803161621,1.2,True,1.2,,C1CCCC1
mobley_8011706,-1.5494037000350656,-23.96625518798828,-7.81,True,-7.81,tertiary carboxylic acid amide,CN(C)C=O
mobley_8048190,-1.0459758040085436,-25.094444274902344,-9.71,True,-9.71,primary carboxylic acid amide,CC(=O)N
mobley_8052240,-4.132619795702398,-41.89370727539063,-9.44,True,-9.44,ketone,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N
mobley_8057732,-1.650036429218948,-31.603116989135746,-6.62,True,-6.62,phenol or hydroxyhetarene,c1cc(cc(c1)Cl)O
mobley_8117218,-3.601038267165422,-28.333852767944336,-4.82,True,-4.82,dialkyl ether,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl
mobley_8118832,-0.9023743408117444,-19.00480842590332,-5.03,True,-5.03,primary alcohol,C=CCO
mobley_8124669,-4.437014957770706,-40.14228820800781,-8.21,True,-8.21,hemiaminal,CCc1cccc(c1N(COC)C(=O)CCl)CC
mobley_8127829,-2.16707578297332,-5.067212104797363,-0.79,True,-0.79,aromatic,CCc1ccccc1
mobley_819018,-2.5216437589414418,-21.687498092651367,-4.45,True,-4.45,primary alcohol,CC(=CCC/C(=C/CO)/C)C
mobley_8191186,-0.1030468033906072,-23.752954483032227,0.06,True,0.06,alkyl chloride,C(C(F)(F)F)Cl
mobley_8207196,-1.641165151078254,-44.87172317504883,-10.22,True,-10.22,secondary amine,CCNc1nc(nc(n1)Cl)NCC
mobley_820789,-1.6265152488462629,-38.10405731201172,-6.35,True,-6.35,carboxylic acid,CCCC(=O)O
mobley_8208692,-2.2148729231208564,-10.442874908447266,-4.61,True,-4.61,aryl chloride,c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl
mobley_8221999,-1.530627166416496,-5.752089023590088,-3.64,True,-3.64,carbonitrile,CCCC#N
mobley_8260524,-1.0765470329150555,-4.713280200958252,-0.48,True,-0.48,alkyne,CC#C
mobley_8311303,-2.414438452646136,-8.558674812316895,-4.38,True,-4.38,aryl chloride,c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl
mobley_8311321,0.0993130142369773,-16.380226135253906,-0.5,True,-0.5,halogen derivative,C(F)(F)Cl
mobley_8320545,-1.1544139624778182,-24.97048568725586,-3.71,True,-3.71,nitro,CC[N+](=O)[O-]
mobley_8337722,-4.713398921228945,-19.624683380126957,-3.2,True,-3.2,secondary alcohol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
mobley_8337977,-2.92341164919734,-11.424702644348145,-3.05,True,-3.05,ketone,CC(C)CC(=O)C
mobley_8426916,-1.1174212669730188,-11.459291458129885,-4.07,True,-4.07,secondary amine,CCNCC
mobley_8427539,-1.6455790556631984,-25.41049575805664,-9.4,True,-9.4,primary carboxylic acid amide,CCC(=O)N
mobley_8436428,-3.3293266167193654,-2.8364012241363525,2.83,True,2.83,,CC(C)CC(C)C
mobley_8449031,-2.483130422621965,-11.21597385406494,-3.22,True,-3.22,tertiary amine,CCN(CC)CC
mobley_8467917,-1.3328062374033034,-4.076321601867676,1.68,True,1.68,alkene,CCCC/C=C/C
mobley_8492526,-1.6015353666469456,-12.421984672546388,-3.03,True,-3.03,aldehyde,CCCCC=O
mobley_8514745,-1.7778374369703234,-33.45579528808594,-2.51,True,-2.51,carboxylic acid ester,CCCCCOC(=O)C
mobley_8522124,-2.092175138179213,-6.410873889923096,0.71,True,0.71,alkyne,CCCCCCC#C
mobley_852937,-1.6205132664069537,-35.429134368896484,-6.19,True,-6.19,phenol or hydroxyhetarene,c1cc(ccc1O)F
mobley_8558116,-1.9456999980211256,-24.334266662597656,-6.32,True,-6.32,dialkyl ether,CN1CCOCC1
mobley_8573194,-1.4056951107382776,-12.032358169555664,-3.18,True,-3.18,aldehyde,CCCC=O
mobley_8578590,-1.6268815565370025,-8.364274978637695,-9.28,True,-9.280000000000001,sulfoxide,CS(=O)C
mobley_859464,-2.302697253745049,-32.93722915649414,-2.36,True,-2.36,carboxylic acid ester,CC(C)COC(=O)C
mobley_8614858,-1.8711759697645904,-2.9140830039978027,2.67,True,2.67,,CCCCCCC
mobley_8668219,-3.467941776610911,-2.842181205749512,2.52,True,2.52,,CC[C@@H](C)C(C)C
mobley_8691603,-2.07112206755206,-31.61039924621582,-5.49,True,-5.49,phenol or hydroxyhetarene,Cc1cccc(c1)O
mobley_8705848,-2.796622282948345,-11.726466178894045,-3.22,True,-3.22,secondary amine,CC(C)NC(C)C
mobley_8713762,-3.843410939529538,-24.43832778930664,-4.13,True,-4.13,thiocarbamic acid ester,CCCN(CCC)C(=O)SCCC
mobley_8723116,-1.84259108382836,-19.67827796936035,-5.9,True,-5.9,primary amine,c1cc(ccc1N)Cl
mobley_8739734,-2.494221367299557,-10.913869857788086,-3.24,True,-3.24,ketone,CC(C)C(=O)C
mobley_8746821,-2.0939102889150383,-9.78526210784912,-4.82,True,-4.82,aromatic,Cc1cccnc1C
mobley_8754702,-1.1399570074956864,-34.65214538574219,-2.48,True,-2.48,carboxylic acid ester,CCCOC=O
mobley_8764620,-1.7969467745274306,-14.10798168182373,-6.75,True,-6.75,carbonitrile,c1cc(cnc1)C#N
mobley_8765203,-1.9240462652519343,-4.355377674102783,0.68,True,0.68,alkene,CC(=C)C=C
mobley_8785107,-1.3065325090195985,-14.997881889343262,-2.92,True,-2.92,dialkyl ether,C[C@H]1CC[C@@H](O1)C
mobley_8789864,-2.830495779123157,-43.85271072387695,-6.4,True,-6.4,carbonitrile,COC(CC#N)(OC)OC
mobley_8798016,-1.7566512104049326,-20.65258026123047,-7.0,True,-7.0,aldehyde,c1cnccc1C=O
mobley_8809190,-2.4786522595584395,-5.812545776367188,-0.4,True,-0.4,aromatic,CCCCc1ccccc1
mobley_8809274,-1.6067016452364624,-23.65428733825684,-0.25,True,-0.25,halogen derivative,c1ccc(cc1)C(F)(F)F
mobley_8823527,-2.4451191271431747,-7.459650993347168,-3.61,True,-3.61,aryl chloride,c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl
mobley_8827942,-2.4245318445786834,-50.37859344482422,-4.05,True,-4.05,diaryl ether,c1ccc2c(c1)Oc3c(cc(c(c3O2)Cl)Cl)Cl
mobley_8861672,-1.9607842463329437,-9.818885803222656,-4.86,True,-4.86,aromatic,Cc1ccnc(c1)C
mobley_8882696,-0.414043192573823,-15.155467987060549,-3.47,True,-3.47,dialkyl ether,C1CCOC1
mobley_8883511,-2.381047238688916,-14.622802734375,-3.93,True,-3.93,aldehyde,Cc1ccccc1C=O
mobley_8885088,-0.8608276263121516,-3.101339101791382,0.56,True,0.56,alkene,C1CC=CC1
mobley_8899867,-1.5209469874277712,-17.958200454711914,-5.49,True,-5.49,secondary alcohol,C1CCC(C1)O
mobley_8916409,-4.854909148938954,-90.6564483642578,-8.15,True,-8.15,carboxylic acid ester,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC
mobley_8966374,-1.3293900573775173,-16.058542251586914,-5.51,True,-5.51,aromatic,Cc1cnccn1
mobley_900088,-2.5848005654253066,-4.313188552856445,0.4,True,0.4,alkene,CC(=C)C(=C)C
mobley_9007496,-3.5136230259463197,-46.22565078735352,-9.45,True,-9.45,carbamic acid ester (urethane),CNC(=O)Oc1cccc2c1cccc2
mobley_9028462,-0.7978830961659551,-62.633602142333984,-1.1,True,-1.1,halogen derivative,COC(=O)C(F)(F)F
mobley_902954,-1.124991053201258,-18.61376190185547,-2.09,True,-2.09,nitrate,CCCCO[N+](=O)[O-]
mobley_9029594,-0.3220641604322009,-7.671804904937744,-0.22,True,-0.22,alkyl fluoride,CF
mobley_9055303,-0.723628300625831,-0.5719448924064636,2.0,True,2.0,,C
mobley_9073553,-1.2238555574323982,-2.693995237350464,-1.61,True,-1.61,thioether,CSC
mobley_9100956,-2.597995202112943,-2.673178195953369,1.7,True,1.7,,CC1CCCCC1
mobley_9112978,-1.149926177823916,-3.350747346878052,1.31,True,1.31,alkene,CC/C=C\C
mobley_9114381,-1.4987303916215895,-39.98988342285156,-6.72,True,-6.72,carboxylic acid ester,COC(=O)CC#N
mobley_9121449,-1.282529475964606,-4.915191173553467,-0.16,True,-0.16,alkyne,CCC#C
mobley_9139060,-3.412248575232923,-3.0181093215942383,2.11,True,2.11,,CC1CCC(CC1)C
mobley_9185328,-1.1606075176540762,-12.181100845336914,-4.39,True,-4.39,primary amine,CCCN
mobley_9197172,-1.79795480793342,-4.778842926025391,1.92,True,1.92,alkene,CCCCCCC=C
mobley_9201263,-1.4953844835683705,-19.5073356628418,-4.87,True,-4.87,sulfonic acid ester,COS(=O)(=O)C
mobley_9209581,-1.5968620227500796,-10.716316223144531,-3.2,True,-3.2,tertiary amine,CN(C)C
mobley_9246215,-1.2567892304044217,-5.116186141967773,0.93,True,0.93,alkene,C=CCC=C
mobley_9257453,-1.4871190219931305,-32.14759063720703,-7.29,True,-7.29,phenol or hydroxyhetarene,c1cc(c(cc1O)Cl)Cl
mobley_9281946,-3.077792815804482,-66.03004455566406,-6.74,True,-6.74,nitro,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-]
mobley_9407874,-2.3393967484645546,-12.206674575805664,-2.88,True,-2.88,ketone,CCCCCCC(=O)C
mobley_9414831,-2.903652338847518,-6.199190616607666,-2.44,True,-2.44,aromatic,Cc1cccc2c1cccc2
mobley_9460824,-2.5198752762675287,-26.76889038085937,-4.37,True,-4.37,thiophosphoric acid ester,CCOP(=S)(OCC)SCSCC
mobley_9478823,-2.400951731964946,-4.671381950378418,-0.9,True,-0.9,aromatic,Cc1ccccc1C
mobley_9507933,-1.869734792977572,-9.77340030670166,-4.72,True,-4.72,aromatic,Cc1ccc(nc1)C
mobley_9510785,-2.566959044214338,-9.054437637329102,-3.48,True,-3.48,aryl chloride,c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl
mobley_951560,-1.62827187634632,-20.928815841674805,-7.4,True,-7.4,secondary amine,C1CNCCN1
mobley_9534740,-2.952925190418959,-96.13318634033205,-25.47,True,-25.47,hemiacetal,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
mobley_9557440,-1.5182950365804138,-44.984493255615234,-17.74,True,-17.74,aryl chloride,c1c(c(=O)[nH]c(=O)[nH]1)Cl
mobley_9565165,-2.725267366021872,-7.0040812492370605,-3.35,True,-3.35,aromatic,c1ccc-2c(c1)Cc3c2cccc3
mobley_9571888,-4.289651023201644,-36.339874267578125,-4.23,True,-4.23,alkyl chloride,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl
mobley_9617923,-2.6425046791918576,-12.96231746673584,-2.34,True,-2.34,ketone,CCCCCCCCC(=O)C
mobley_9624458,-0.9758081226088108,-4.235608577728272,-1.89,True,-1.89,alkyl chloride,C(CCl)CCl
mobley_9626434,-0.9130026759877802,-31.830604553222656,-6.69,True,-6.69,primary alcohol,CCOCCO
mobley_9653690,-4.2609501627385615,-21.088653564453125,-4.44,True,-4.44,secondary alcohol,CC1=CC[C@H](C[C@@H]1O)C(=C)C
mobley_967099,-2.2313036786429583,-23.48299217224121,-3.13,True,-3.13,nitro,CC(C)[N+](=O)[O-]
mobley_9671033,-1.3113221710715444,-25.205087661743164,-3.34,True,-3.34,nitro,CCC[N+](=O)[O-]
mobley_9705941,-1.0396257261745632,-3.8748390674591056,-1.38,True,-1.38,aromatic,Cc1cccs1
mobley_9717937,-2.906838459774852,-7.378778457641602,-2.69,True,-2.69,aryl chloride,c1ccc(cc1)c2ccccc2Cl
mobley_9729792,-1.9021690023206173,-5.587297439575195,-0.99,True,-0.99,alkene,C1C=CC=CC=C1
mobley_9733743,-1.5496512841731311,-12.61355972290039,-4.24,True,-4.24,primary amine,CCCCN
mobley_9740891,-1.9021712359040976,-9.087327003479004,-4.71,True,-4.71,aryl chloride,c1cc(c(c(c1)Cl)C#N)Cl
mobley_9741965,-1.788257103905082,-35.32489013671875,-4.29,True,-4.29,nitrate,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]
mobley_9794857,-3.1190849017873408,-15.105260848999023,-2.21,True,-2.21,dialkyl ether,CC(C)(C)OC
mobley_9821936,-2.0588909644149247,-59.40256881713867,-4.53,True,-4.53,diaryl ether,c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2
mobley_9838013,-3.0906424497514964,-17.48885154724121,-4.43,True,-4.43,tertiary alcohol,CCC(C)(C)O
mobley_9883303,-2.6815583708994093,-2.882675886154175,2.71,True,2.71,,CCC[C@H](C)CC
mobley_9897248,-2.5026390561796727,-21.690092086791992,-4.78,True,-4.78,primary alcohol,CC(=CCC/C(=C\CO)/C)C
mobley_9913368,-0.3040614131521433,-2.955965280532837,-0.78,True,-0.78,halogen derivative,C(=C/Cl)\Cl
mobley_9942801,-2.4057714614868164,-4.981392860412598,-0.95,True,-0.95,aromatic,CCc1ccc(cc1)C
mobley_9974966,-2.7931234603337947,-3.5552446842193604,-1.21,True,-1.21,thioether,CC(C)SC(C)C
mobley_9979854,-1.3904167124778033,-38.51971054077149,-4.2,True,-4.2,secondary alcohol,C[C@H](C(F)(F)F)O
