mol_id,atom_idx,P_seed42,P_seed123,P_seed999
mobley_4059279,4,-1.302234,-1.300652,-1.301189
mobley_4059279,5,-0.066431,-0.065967,-0.067223
mobley_4059279,6,-0.066441,-0.065977,-0.067233
mobley_4059279,7,-0.488084,-0.486475,-0.487385
mobley_4059279,8,0.459278,0.458037,0.459060
mobley_4059279,9,0.435725,0.434477,0.435550
mobley_4059279,10,0.435730,0.434482,0.435555
mobley_4059279,11,0.112659,0.112246,0.112785
mobley_4059279,12,0.028867,0.028728,0.028894
mobley_4059279,13,0.028919,0.028781,0.028947
mobley_4059279,14,0.112675,0.112262,0.112802
mobley_4059279,15,0.112666,0.112253,0.112793
mobley_4059279,16,0.028850,0.028712,0.028877
mobley_4059279,17,0.112694,0.112281,0.112821
mobley_4059279,18,0.028810,0.028672,0.028837
mobley_4059279,19,0.435738,0.434489,0.435562
mobley_4059279,20,0.459290,0.458050,0.459072
mobley_4059279,21,0.435738,0.434489,0.435563
mobley_4149784,0,-0.321001,-0.320867,-0.321098
mobley_4149784,1,-0.375075,-0.374583,-0.374970
mobley_4149784,2,-0.180327,-0.180851,-0.180463
mobley_4149784,3,-0.161045,-0.161582,-0.161293
mobley_4149784,4,-0.340414,-0.340109,-0.340563
mobley_4149784,5,0.539710,0.537315,0.535121
mobley_4149784,6,-1.152595,-1.152427,-1.152501
mobley_4149784,7,-1.390719,-1.391947,-1.389114
mobley_4149784,8,-0.180328,-0.180853,-0.180465
mobley_4149784,9,-0.375075,-0.374584,-0.374971
mobley_4149784,10,-0.321000,-0.320866,-0.321097
mobley_4149784,11,0.539711,0.537317,0.535123
mobley_4149784,12,-0.340408,-0.340103,-0.340557
mobley_4149784,13,-0.161047,-0.161584,-0.161295
mobley_4149784,14,-1.390709,-1.391938,-1.389104
mobley_4149784,15,-1.152596,-1.152428,-1.152502
mobley_4149784,16,-0.333453,-0.331982,-0.332796
mobley_4149784,17,-0.129727,-0.129125,-0.129561
mobley_4149784,18,-0.319698,-0.318270,-0.319032
mobley_4149784,19,-0.129727,-0.129125,-0.129562
mobley_4149784,20,-0.333446,-0.331975,-0.332789
mobley_4149784,21,-0.319713,-0.318285,-0.319047
mobley_4177472,0,-0.907676,-0.905206,-0.905916
mobley_4177472,1,-0.028425,-0.028267,-0.029878
mobley_4177472,2,-0.924356,-0.921831,-0.922535
mobley_4177472,3,-0.362846,-0.361913,-0.362856
mobley_4177472,4,-0.912894,-0.910266,-0.911186
mobley_4177472,5,-0.067066,-0.066850,-0.068326
mobley_4177472,6,-0.883751,-0.881319,-0.882105
mobley_4177472,7,-1.004635,-1.001915,-1.002488
mobley_4177472,8,0.362213,0.361279,0.361899
mobley_4177472,9,0.321218,0.320320,0.320994
mobley_4177472,10,0.453686,0.452196,0.453424
mobley_4177472,11,0.094212,0.094091,0.094060
mobley_4177472,12,0.188516,0.187985,0.188446
mobley_4177472,13,0.423011,0.421618,0.422791
mobley_4177472,14,0.367947,0.367003,0.367631
mobley_4177472,15,0.055235,0.055318,0.055056
mobley_4177472,16,0.365709,0.364476,0.365523
mobley_4177472,17,0.382889,0.381716,0.382642
mobley_4177472,18,0.346781,0.345798,0.346536
mobley_4177472,19,0.006558,0.006785,0.006448
mobley_4177472,20,0.320090,0.319280,0.319824
mobley_4177472,21,0.402120,0.400931,0.401833
mobley_4177472,22,0.295466,0.294588,0.295288
mobley_4177472,23,0.205109,0.204456,0.205041
mobley_4177472,24,0.367061,0.366056,0.366770
mobley_4177472,25,0.417351,0.416059,0.417064
mobley_4188615,0,-0.540998,-0.539543,-0.539859
mobley_4188615,1,-1.325462,-1.324663,-1.324926
mobley_4188615,2,-0.500534,-0.498839,-0.499842
mobley_4188615,3,-0.172426,-0.173054,-0.171879
mobley_4188615,4,-1.674919,-1.675363,-1.675138
mobley_4188615,5,-0.046630,-0.047267,-0.047589
mobley_4188615,6,-0.141930,-0.141560,-0.142669
mobley_4188615,7,-0.377815,-0.377491,-0.377526
mobley_4188615,8,-0.396569,-0.396201,-0.396170
mobley_4188615,9,-0.374824,-0.374468,-0.374539
mobley_4188615,10,-0.427210,-0.426902,-0.426473
mobley_4188615,11,0.263034,0.262504,0.262786
mobley_4188615,12,0.366402,0.365365,0.366348
mobley_4188615,13,0.359483,0.358407,0.359392
mobley_4188615,14,0.373108,0.372000,0.373063
mobley_4188615,15,0.350641,0.349521,0.350605
mobley_4188615,16,0.369682,0.368555,0.369606
mobley_4188615,17,-0.416907,-0.416012,-0.416501
mobley_4188615,18,-0.144748,-0.144113,-0.144595
mobley_4188615,19,-0.144569,-0.143936,-0.144415
mobley_4188615,20,-0.144871,-0.144230,-0.144709
mobley_4188615,21,-0.141680,-0.140933,-0.141640
mobley_4193752,0,-0.394922,-0.394580,-0.394558
mobley_4193752,1,-0.373642,-0.373250,-0.373413
mobley_4193752,2,-0.469046,-0.468742,-0.468231
mobley_4193752,3,0.451311,0.449855,0.448881
mobley_4193752,4,-0.469046,-0.468742,-0.468231
mobley_4193752,5,-0.373643,-0.373251,-0.373414
mobley_4193752,6,-1.348725,-1.348704,-1.348658
mobley_4193752,7,-0.328420,-0.328453,-0.324753
mobley_4193752,8,-0.328417,-0.328449,-0.324750
mobley_4193752,9,-0.143793,-0.143160,-0.143640
mobley_4193752,10,-0.146067,-0.145415,-0.145903
mobley_4193752,11,-0.277719,-0.276819,-0.277420
mobley_4193752,12,-0.277719,-0.276819,-0.277420
mobley_4193752,13,-0.146068,-0.145416,-0.145904
mobley_4218209,0,-0.919497,-0.917480,-0.917319
mobley_4218209,1,-1.147182,-1.147554,-1.146153
mobley_4218209,2,-0.263799,-0.264226,-0.263460
mobley_4218209,3,-0.392512,-0.391927,-0.392309
mobley_4218209,4,-0.522563,-0.522023,-0.521678
mobley_4218209,5,0.176350,0.174872,0.175332
mobley_4218209,6,-0.523071,-0.522516,-0.522184
mobley_4218209,7,-0.465366,-0.464563,-0.464869
mobley_4218209,8,-1.405680,-1.407425,-1.406915
mobley_4218209,9,0.176873,0.176463,0.176840
mobley_4218209,10,0.173453,0.173053,0.173424
mobley_4218209,11,0.285917,0.285133,0.285785
mobley_4218209,12,-0.132800,-0.132242,-0.132592
mobley_4218209,13,-0.244379,-0.243422,-0.244187
mobley_4218209,14,-0.241330,-0.240377,-0.241140
mobley_4218209,15,-0.185936,-0.184919,-0.185990
mobley_4218209,16,-1.432543,-1.429036,-1.433142
mobley_4218209,17,-1.435268,-1.431755,-1.435866
mobley_4219614,0,-0.320423,-0.320241,-0.320580
mobley_4219614,1,-0.320423,-0.320242,-0.320581
mobley_4219614,2,0.604082,0.601470,0.598988
mobley_4219614,3,0.701642,0.698711,0.695905
mobley_4219614,4,0.701643,0.698711,0.695906
mobley_4219614,5,0.604082,0.601470,0.598988
mobley_4219614,6,-1.083563,-1.083280,-1.083200
mobley_4219614,7,-1.016706,-1.016318,-1.016089
mobley_4219614,8,-1.016706,-1.016318,-1.016089
mobley_4219614,9,-1.083563,-1.083280,-1.083200
mobley_4219614,10,-0.296765,-0.295415,-0.296200
mobley_4219614,11,-0.296765,-0.295416,-0.296200
mobley_4252724,0,-0.889865,-0.887465,-0.888192
mobley_4252724,1,0.144986,0.144563,0.142845
mobley_4252724,2,-0.946564,-0.944080,-0.944615
mobley_4252724,3,-0.700933,-0.699136,-0.699787
mobley_4252724,4,-0.035839,-0.036422,-0.036707
mobley_4252724,5,-0.514702,-0.513995,-0.513836
mobley_4252724,6,-0.380125,-0.379755,-0.379802
mobley_4252724,7,-0.399774,-0.399400,-0.399366
mobley_4252724,8,-0.378730,-0.378372,-0.378412
mobley_4252724,9,-0.519856,-0.519196,-0.518913
mobley_4252724,10,0.259530,0.258724,0.259446
mobley_4252724,11,0.348267,0.347331,0.347998
mobley_4252724,12,0.415419,0.414189,0.415124
mobley_4252724,13,0.028092,0.028143,0.028065
mobley_4252724,14,0.311553,0.310748,0.311300
mobley_4252724,15,0.323085,0.322263,0.322814
mobley_4252724,16,0.494996,0.493480,0.494651
mobley_4252724,17,0.151506,0.151137,0.151448
mobley_4252724,18,0.241502,0.240885,0.241327
mobley_4252724,19,-0.186455,-0.185819,-0.186190
mobley_4252724,20,-0.147404,-0.146754,-0.147242
mobley_4252724,21,-0.146397,-0.145758,-0.146240
mobley_4252724,22,-0.147375,-0.146727,-0.147215
mobley_4252724,23,-0.092242,-0.091771,-0.092155
mobley_4287564,0,-0.934622,-0.932331,-0.932797
mobley_4287564,1,0.137931,0.136517,0.136994
mobley_4287564,2,-0.623155,-0.622354,-0.621869
mobley_4287564,3,-0.217050,-0.216836,-0.217367
mobley_4287564,4,-0.473541,-0.473104,-0.472896
mobley_4287564,5,-0.273389,-0.273513,-0.272937
mobley_4287564,6,-1.355340,-1.355529,-1.355427
mobley_4287564,7,0.040110,0.039622,0.040234
mobley_4287564,8,0.040116,0.039628,0.040240
mobley_4287564,9,0.354240,0.353369,0.354057
mobley_4287564,10,-0.153801,-0.153515,-0.153499
mobley_4287564,11,-0.144625,-0.144009,-0.144413
mobley_4287564,12,-0.238991,-0.238334,-0.238670
mobley_4287564,13,-0.116183,-0.115755,-0.115866
mobley_4291494,0,-0.208985,-0.208792,-0.209368
mobley_4291494,1,-0.472024,-0.471603,-0.471393
mobley_4291494,2,-0.275127,-0.275244,-0.274704
mobley_4291494,3,-1.345943,-1.345827,-1.345836
mobley_4291494,4,0.616333,0.613444,0.612030
mobley_4291494,5,-0.416353,-0.416132,-0.416092
mobley_4291494,6,-1.137269,-1.137100,-1.137088
mobley_4291494,7,-0.142896,-0.142287,-0.142685
mobley_4291494,8,-0.236800,-0.236150,-0.236482
mobley_4291494,9,-0.116887,-0.116452,-0.116566
mobley_4291494,10,-0.438199,-0.436673,-0.437349
mobley_430089,0,-0.844542,-0.842321,-0.843018
mobley_430089,1,-0.314247,-0.313462,-0.314671
mobley_430089,2,-0.515835,-0.514608,-0.515387
mobley_430089,3,-0.122963,-0.123359,-0.123463
mobley_430089,4,-0.570028,-0.569171,-0.568952
mobley_430089,5,0.412615,0.411455,0.412299
mobley_430089,6,0.412618,0.411458,0.412302
mobley_430089,7,0.279848,0.279167,0.279622
mobley_430089,8,0.232131,0.231565,0.231943
mobley_430089,9,0.232130,0.231564,0.231942
mobley_430089,10,0.200920,0.200394,0.200802
mobley_430089,11,0.200923,0.200396,0.200805
mobley_430089,12,-0.126447,-0.125819,-0.126349
mobley_4305650,0,-0.716727,-0.714634,-0.715819
mobley_4305650,1,-0.365548,-0.364706,-0.365723
mobley_4305650,2,0.321319,0.319895,0.319911
mobley_4305650,3,-1.350316,-1.350326,-1.350308
mobley_4305650,4,0.330852,0.329820,0.330698
mobley_4305650,5,0.330853,0.329821,0.330699
mobley_4305650,6,0.272735,0.272053,0.272560
mobley_4305650,7,-0.071902,-0.071948,-0.071773
mobley_4305650,8,-0.071905,-0.071952,-0.071777
mobley_4338603,0,-0.534548,-0.533996,-0.533990
mobley_4338603,1,0.222325,0.220724,0.221228
mobley_4338603,2,-1.745673,-1.746371,-1.746062
mobley_4338603,3,-1.384963,-1.386075,-1.385742
mobley_4338603,4,0.204056,0.202083,0.203633
mobley_4338603,5,-2.024744,-2.026107,-2.025535
mobley_4338603,6,-1.384851,-1.385967,-1.385619
mobley_4338603,7,0.787143,0.783819,0.782197
mobley_4338603,8,-1.145012,-1.144861,-1.144878
mobley_4338603,9,-0.560610,-0.558992,-0.559563
mobley_4338603,10,-1.970603,-1.966094,-1.970690
mobley_4338603,11,-1.988583,-1.983833,-1.988624
mobley_4364398,0,-0.946193,-0.943845,-0.944236
mobley_4364398,1,0.000000,0.000000,0.000000
mobley_4364398,2,0.317248,0.316469,0.317006
mobley_4364398,3,0.317247,0.316469,0.317005
mobley_4364398,4,0.317248,0.316470,0.317006
mobley_4371692,0,-0.376763,-0.376407,-0.376490
mobley_4371692,1,-0.377186,-0.376830,-0.376911
mobley_4371692,2,-0.404561,-0.404268,-0.404026
mobley_4371692,3,-0.027349,-0.027961,-0.028378
mobley_4371692,4,-0.028566,-0.029199,-0.029595
mobley_4371692,5,-0.406267,-0.405987,-0.405703
mobley_4371692,6,0.243395,0.242550,0.241357
mobley_4371692,7,-1.320030,-1.320063,-1.319670
mobley_4371692,8,-0.101517,-0.101987,-0.102301
mobley_4371692,9,0.205110,0.203458,0.204141
mobley_4371692,10,-0.507368,-0.506832,-0.506593
mobley_4371692,11,-0.352473,-0.351968,-0.352479
mobley_4371692,12,-0.206417,-0.207203,-0.206109
mobley_4371692,13,-0.045674,-0.046047,-0.046787
mobley_4371692,14,-0.068135,-0.068939,-0.068574
mobley_4371692,15,-1.012737,-1.012648,-1.012063
mobley_4371692,16,-2.973276,-2.973099,-2.975407
mobley_4371692,17,-1.397261,-1.398734,-1.398316
mobley_4371692,18,-0.144472,-0.143830,-0.144312
mobley_4371692,19,-0.144426,-0.143783,-0.144265
mobley_4371692,20,-0.153314,-0.152714,-0.153035
mobley_4371692,21,-0.152708,-0.152106,-0.152451
mobley_4371692,22,-0.185957,-0.185122,-0.185785
mobley_4371692,23,-0.162617,-0.161846,-0.162477
mobley_4371692,24,0.028337,0.030052,0.026518
mobley_4371692,25,-1.441917,-1.438344,-1.442572
mobley_4371692,26,-1.296444,-1.292712,-1.297656
mobley_4375719,0,-0.843142,-0.840918,-0.841608
mobley_4375719,1,-0.396903,-0.395890,-0.396962
mobley_4375719,2,-0.521936,-0.520590,-0.521480
mobley_4375719,3,-0.496610,-0.495279,-0.496277
mobley_4375719,4,-0.492937,-0.491616,-0.492622
mobley_4375719,5,-0.506332,-0.504953,-0.505977
mobley_4375719,6,-0.532613,-0.531240,-0.532114
mobley_4375719,7,-0.411939,-0.410886,-0.411937
mobley_4375719,8,-0.848998,-0.846740,-0.847466
mobley_4375719,9,0.412465,0.411301,0.412143
mobley_4375719,10,0.280201,0.279520,0.279975
mobley_4375719,11,0.412472,0.411307,0.412150
mobley_4375719,12,0.287334,0.286595,0.287070
mobley_4375719,13,0.287274,0.286536,0.287010
mobley_4375719,14,0.339559,0.338627,0.339254
mobley_4375719,15,0.339223,0.338292,0.338918
mobley_4375719,16,0.335766,0.334833,0.335479
mobley_4375719,17,0.338977,0.338029,0.338690
mobley_4375719,18,0.326754,0.325862,0.326468
mobley_4375719,19,0.345834,0.344852,0.345552
mobley_4375719,20,0.308751,0.307887,0.308481
mobley_4375719,21,0.325454,0.324510,0.325182
mobley_4375719,22,0.310551,0.309725,0.310266
mobley_4375719,23,0.208232,0.207745,0.208036
mobley_4375719,24,0.147953,0.147715,0.147790
mobley_4375719,25,0.273793,0.273105,0.273536
mobley_4375719,26,0.408291,0.407097,0.407986
mobley_4375719,27,0.288295,0.287570,0.288059
mobley_4375719,28,0.372766,0.371697,0.372495
mobley_4395315,0,-0.672743,-0.670947,-0.672383
mobley_4395315,1,0.163393,0.162104,0.161518
mobley_4395315,2,-0.498091,-0.497411,-0.497360
mobley_4395315,3,-0.205842,-0.206408,-0.205734
mobley_4395315,4,-0.456292,-0.455680,-0.455786
mobley_4395315,5,-0.314199,-0.314025,-0.314308
mobley_4395315,6,0.343995,0.342130,0.340279
mobley_4395315,7,-1.160027,-1.159849,-1.159984
mobley_4395315,8,-3.221525,-3.221450,-3.223894
mobley_4395315,9,0.002765,0.003056,0.003317
mobley_4395315,10,0.002766,0.003056,0.003317
mobley_4395315,11,0.296708,0.295967,0.296551
mobley_4395315,12,-0.161618,-0.160772,-0.161576
mobley_4395315,13,-0.121397,-0.120809,-0.121265
mobley_4395315,14,-0.313513,-0.312107,-0.312906
mobley_4395315,15,0.013177,0.014920,0.011392
mobley_4434915,0,-0.408144,-0.407112,-0.409547
mobley_4434915,1,-1.113746,-1.113557,-1.113399
mobley_4434915,2,0.344716,0.343757,0.344357
mobley_4434915,3,0.344718,0.343759,0.344359
mobley_4434915,4,0.344717,0.343759,0.344358
mobley_4463913,0,-0.678354,-0.676518,-0.677445
mobley_4463913,1,-0.322253,-0.322741,-0.321219
mobley_4463913,2,-1.512166,-1.511806,-1.512266
mobley_4463913,3,-0.128879,-0.129589,-0.128987
mobley_4463913,4,-1.635449,-1.635058,-1.635582
mobley_4463913,5,-0.822240,-0.819932,-0.820991
mobley_4463913,6,-1.512185,-1.511824,-1.512284
mobley_4463913,7,-0.128877,-0.129588,-0.128986
mobley_4463913,8,-1.635401,-1.635010,-1.635534
mobley_4463913,9,-0.822248,-0.819939,-0.820998
mobley_4463913,10,0.402497,0.401439,0.402094
mobley_4463913,11,0.272830,0.272424,0.272304
mobley_4463913,12,0.272828,0.272421,0.272301
mobley_4463913,13,-0.002398,-0.002374,-0.002144
mobley_4463913,14,0.293032,0.292601,0.292458
mobley_4463913,15,0.316114,0.315445,0.315728
mobley_4463913,16,0.293661,0.293221,0.293107
mobley_4463913,17,0.293662,0.293222,0.293107
mobley_4463913,18,0.316119,0.315451,0.315734
mobley_4463913,19,0.293042,0.292611,0.292468
mobley_4465023,0,0.308039,0.306465,0.303907
mobley_4465023,1,0.308039,0.306464,0.303907
mobley_4465023,2,-1.081254,-1.080976,-1.080824
mobley_4465023,3,-1.081254,-1.080976,-1.080824
mobley_4465023,4,-0.043146,-0.042889,-0.043161
mobley_4465023,5,-0.043146,-0.042889,-0.043161
mobley_4479135,0,-0.759199,-0.757392,-0.757821
mobley_4479135,1,-0.133812,-0.134082,-0.134372
mobley_4479135,2,-0.093435,-0.093920,-0.094077
mobley_4479135,3,-0.435198,-0.434635,-0.434708
mobley_4479135,4,-0.378556,-0.378196,-0.378253
mobley_4479135,5,-0.398287,-0.397918,-0.397889
mobley_4479135,6,-0.378916,-0.378556,-0.378617
mobley_4479135,7,-0.384838,-0.384393,-0.384566
mobley_4479135,8,-0.093434,-0.093919,-0.094076
mobley_4479135,9,-0.435203,-0.434640,-0.434713
mobley_4479135,10,-0.378556,-0.378196,-0.378253
mobley_4479135,11,-0.398288,-0.397919,-0.397890
mobley_4479135,12,-0.378916,-0.378556,-0.378617
mobley_4479135,13,-0.384839,-0.384394,-0.384567
mobley_4479135,14,-0.049724,-0.049388,-0.049621
mobley_4479135,15,-0.049715,-0.049378,-0.049611
mobley_4479135,16,-0.217444,-0.216647,-0.217165
mobley_4479135,17,-0.147039,-0.146389,-0.146878
mobley_4479135,18,-0.145560,-0.144923,-0.145404
mobley_4479135,19,-0.147165,-0.146515,-0.147003
mobley_4479135,20,-0.230539,-0.229759,-0.230203
mobley_4479135,21,-0.217439,-0.216641,-0.217160
mobley_4479135,22,-0.147038,-0.146389,-0.146877
mobley_4479135,23,-0.145559,-0.144923,-0.145404
mobley_4479135,24,-0.147166,-0.146515,-0.147003
mobley_4479135,25,-0.230536,-0.229756,-0.230200
mobley_4483973,0,-0.397446,-0.397086,-0.397054
mobley_4483973,1,-0.370640,-0.370272,-0.370433
mobley_4483973,2,-0.456770,-0.456275,-0.455890
mobley_4483973,3,-0.110683,-0.111424,-0.111490
mobley_4483973,4,-0.456770,-0.456275,-0.455890
mobley_4483973,5,-0.370640,-0.370272,-0.370433
mobley_4483973,6,-0.167242,-0.167242,-0.167242
mobley_4483973,7,-0.144127,-0.143496,-0.143972
mobley_4483973,8,-0.144732,-0.144092,-0.144561
mobley_4483973,9,-0.136500,-0.135885,-0.136286
mobley_4483973,10,-0.136500,-0.135885,-0.136286
mobley_4483973,11,-0.144732,-0.144092,-0.144561
mobley_4494568,0,-0.898124,-0.895785,-0.896404
mobley_4494568,1,0.046387,0.045450,0.045231
mobley_4494568,2,-0.512994,-0.512331,-0.512104
mobley_4494568,3,-0.421708,-0.421329,-0.420997
mobley_4494568,4,-0.189990,-0.190555,-0.189889
mobley_4494568,5,-0.421708,-0.421329,-0.420997
mobley_4494568,6,-0.512992,-0.512329,-0.512101
mobley_4494568,7,0.000000,0.000000,0.000000
mobley_4494568,8,0.273450,0.272756,0.273289
mobley_4494568,9,0.273448,0.272755,0.273288
mobley_4494568,10,0.310465,0.309548,0.310330
mobley_4494568,11,-0.109318,-0.108788,-0.109197
mobley_4494568,12,-0.102068,-0.101418,-0.102255
mobley_4494568,13,-0.102068,-0.101419,-0.102255
mobley_4494568,14,-0.109325,-0.108794,-0.109203
mobley_4506634,0,0.049603,0.049002,0.047647
mobley_4506634,1,0.190393,0.188722,0.187349
mobley_4506634,2,-0.167080,-0.167073,-0.167093
mobley_4506634,3,-0.167133,-0.167128,-0.167141
mobley_4506634,4,-0.167335,-0.167339,-0.167326
mobley_4506634,5,-1.074140,-1.073838,-1.073981
mobley_4506634,6,0.000000,0.000000,0.000000
mobley_4506634,7,-0.115895,-0.115432,-0.115021
mobley_4553008,0,-0.321665,-0.321523,-0.321784
mobley_4553008,1,-0.321665,-0.321523,-0.321784
mobley_4553008,2,0.521328,0.518950,0.516823
mobley_4553008,3,-0.321665,-0.321523,-0.321784
mobley_4553008,4,-0.321665,-0.321523,-0.321784
mobley_4553008,5,0.521329,0.518951,0.516824
mobley_4553008,6,-1.152407,-1.152238,-1.152312
mobley_4553008,7,-1.152407,-1.152239,-1.152312
mobley_4553008,8,-0.335080,-0.333604,-0.334419
mobley_4553008,9,-0.335081,-0.333604,-0.334419
mobley_4553008,10,-0.335080,-0.333604,-0.334419
mobley_4553008,11,-0.335081,-0.333604,-0.334419
mobley_4561957,0,-0.952324,-0.949730,-0.950393
mobley_4561957,1,-0.104952,-0.104768,-0.105990
mobley_4561957,2,-0.914757,-0.912259,-0.912977
mobley_4561957,3,-0.104950,-0.104766,-0.105989
mobley_4561957,4,-0.914755,-0.912257,-0.912975
mobley_4561957,5,-0.952323,-0.949729,-0.950393
mobley_4561957,6,0.322954,0.321976,0.322743
mobley_4561957,7,0.356728,0.355745,0.356443
mobley_4561957,8,0.410068,0.408815,0.409769
mobley_4561957,9,0.027661,0.027853,0.027510
mobley_4561957,10,0.314577,0.313674,0.314357
mobley_4561957,11,0.409299,0.408080,0.409008
mobley_4561957,12,0.327967,0.327122,0.327700
mobley_4561957,13,0.027662,0.027854,0.027511
mobley_4561957,14,0.314577,0.313674,0.314357
mobley_4561957,15,0.409298,0.408078,0.409006
mobley_4561957,16,0.327965,0.327120,0.327699
mobley_4561957,17,0.322951,0.321973,0.322740
mobley_4561957,18,0.410067,0.408814,0.409769
mobley_4561957,19,0.356730,0.355748,0.356446
mobley_4584540,0,-0.934726,-0.932439,-0.932904
mobley_4584540,1,0.175268,0.173811,0.174152
mobley_4584540,2,-0.623364,-0.622555,-0.622093
mobley_4584540,3,-0.198607,-0.198394,-0.199021
mobley_4584540,4,-0.623364,-0.622555,-0.622093
mobley_4584540,5,0.175268,0.173811,0.174152
mobley_4584540,6,-1.365096,-1.365603,-1.365390
mobley_4584540,7,-0.934726,-0.932438,-0.932903
mobley_4584540,8,0.039964,0.039477,0.040088
mobley_4584540,9,0.354866,0.353993,0.354682
mobley_4584540,10,0.039967,0.039479,0.040090
mobley_4584540,11,-0.154353,-0.154065,-0.154051
mobley_4584540,12,-0.146087,-0.145459,-0.145868
mobley_4584540,13,-0.154353,-0.154064,-0.154051
mobley_4584540,14,0.039964,0.039477,0.040088
mobley_4584540,15,0.039965,0.039478,0.040089
mobley_4584540,16,0.354868,0.353994,0.354684
mobley_4587267,0,-0.645031,-0.644088,-0.643402
mobley_4587267,1,-0.316924,-0.316482,-0.316850
mobley_4587267,2,-0.388628,-0.388064,-0.388176
mobley_4587267,3,-0.315118,-0.314994,-0.314666
mobley_4587267,4,-0.215030,-0.215202,-0.214986
mobley_4587267,5,-0.652447,-0.651485,-0.650743
mobley_4587267,6,-3.084628,-3.085262,-3.085922
mobley_4587267,7,-3.044519,-3.045475,-3.045326
mobley_4587267,8,-3.236536,-3.237067,-3.237835
mobley_4587267,9,-3.016136,-3.016068,-3.017745
mobley_4587267,10,-3.053189,-3.052896,-3.054907
mobley_4587267,11,-2.828549,-2.828983,-2.829691
mobley_4587267,12,0.184977,0.184724,0.184667
mobley_4587267,13,0.211219,0.210865,0.210840
mobley_4587267,14,0.055743,0.055887,0.055459
mobley_4587267,15,0.165738,0.165481,0.165374
mobley_4587267,16,-0.076483,-0.075880,-0.076671
mobley_4587267,17,0.041135,0.041187,0.041010
mobley_4587267,18,0.205094,0.204774,0.204727
mobley_4587267,19,0.012978,0.013321,0.012674
mobley_4587267,20,0.188391,0.189370,0.186597
mobley_4587267,21,0.280247,0.281059,0.278187
mobley_4587267,22,0.126997,0.128254,0.125172
mobley_4587267,23,0.144584,0.146086,0.142359
mobley_4587267,24,0.193189,0.194231,0.191349
mobley_4587267,25,0.149016,0.150380,0.146956
mobley_4603202,0,-0.470974,-0.470332,-0.470470
mobley_4603202,1,-0.001487,-0.001502,-0.004393
mobley_4603202,2,-1.160121,-1.159989,-1.160043
mobley_4603202,3,-1.092444,-1.092633,-1.091504
mobley_4603202,4,-0.470974,-0.470333,-0.470471
mobley_4603202,5,-0.001486,-0.001502,-0.004393
mobley_4603202,6,-1.160120,-1.159989,-1.160043
mobley_4603202,7,-0.012902,-0.012449,-0.012468
mobley_4603202,8,-0.012896,-0.012443,-0.012462
mobley_4603202,9,0.270652,0.269986,0.270257
mobley_4603202,10,0.270652,0.269986,0.270257
mobley_4603202,11,-0.012895,-0.012442,-0.012461
mobley_4603202,12,-0.012904,-0.012450,-0.012469
mobley_4603202,13,0.270652,0.269986,0.270257
mobley_4603202,14,0.270652,0.269986,0.270256
mobley_4609460,0,-0.759800,-0.757721,-0.758707
mobley_4609460,1,-0.535780,-0.535029,-0.534744
mobley_4609460,2,-1.052792,-1.052725,-1.052103
mobley_4609460,3,-0.281241,-0.281518,-0.280778
mobley_4609460,4,-1.166475,-1.165740,-1.166498
mobley_4609460,5,-0.021083,-0.021627,-0.022191
mobley_4609460,6,-0.397448,-0.397169,-0.396937
mobley_4609460,7,-0.380247,-0.379794,-0.380040
mobley_4609460,8,-0.224809,-0.225367,-0.224599
mobley_4609460,9,-0.452912,-0.452305,-0.452391
mobley_4609460,10,-0.403822,-0.403617,-0.403168
mobley_4609460,11,-3.238366,-3.238284,-3.240745
mobley_4609460,12,0.280666,0.280110,0.280305
mobley_4609460,13,0.393171,0.392158,0.392797
mobley_4609460,14,0.393170,0.392158,0.392797
mobley_4609460,15,0.139127,0.138945,0.138976
mobley_4609460,16,0.139127,0.138944,0.138976
mobley_4609460,17,-0.173862,-0.173253,-0.173556
mobley_4609460,18,-0.161729,-0.160928,-0.161663
mobley_4609460,19,-0.120476,-0.119888,-0.120346
mobley_4609460,20,-0.147553,-0.146939,-0.147328
mobley_4609460,21,0.013413,0.015152,0.011627
mobley_4613090,0,-0.399364,-0.398993,-0.398960
mobley_4613090,1,-0.377630,-0.377286,-0.377345
mobley_4613090,2,-0.224330,-0.223804,-0.224760
mobley_4613090,3,-0.027154,-0.027939,-0.028142
mobley_4613090,4,-0.422252,-0.421623,-0.421817
mobley_4613090,5,-0.378983,-0.378623,-0.378674
mobley_4613090,6,-0.255384,-0.254397,-0.255520
mobley_4613090,7,-1.346067,-1.345956,-1.345966
mobley_4613090,8,-0.474555,-0.474322,-0.473308
mobley_4613090,9,-0.372452,-0.372350,-0.371680
mobley_4613090,10,-1.353138,-1.353259,-1.353190
mobley_4613090,11,-0.275866,-0.276172,-0.274837
mobley_4613090,12,-0.146215,-0.145576,-0.146059
mobley_4613090,13,-0.147192,-0.146541,-0.147030
mobley_4613090,14,-0.422827,-0.421947,-0.422344
mobley_4613090,15,-0.140257,-0.139707,-0.140055
mobley_4613090,16,-0.147324,-0.146673,-0.147163
mobley_4613090,17,0.112621,0.112297,0.112832
mobley_4613090,18,0.111414,0.111136,0.111616
mobley_4613090,19,-0.127648,-0.127458,-0.127236
mobley_4613090,20,-0.214290,-0.213894,-0.213820
mobley_4613090,21,-0.004934,-0.004919,-0.004462
